Taxa	PedUC47	PedUC58	PedCtrl59	PedUC60
k__Pseudomonadati|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Schleiferiaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae	0.0	12.0	1.0	9.0
k__Pseudomonadati|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|g__Candidatus_Merdimorpha	0.0	0.0	1.0	3.0
k__Pseudomonadati|p__Bacteroidota|c__Saprospiria|o__Saprospirales|f__Haliscomenobacteraceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Bacteroidota|c__Saprospiria|o__Saprospirales|f__Saprospiraceae	0.0	1.0	0.0	5.0
k__Pseudomonadati|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	5.0	2.0	3.0	6.0
k__Pseudomonadati|p__Balneolota|c__Balneolia|o__Balneolales|f__Balneolaceae	0.0	0.0	1.0	1.0
k__Pseudomonadati|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales|f__Bacteriovoracaceae	0.0	0.0	0.0	3.0
k__Pseudomonadati|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales|f__Halobacteriovoraceae	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales|f__Pseudobdellovibrionaceae	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Bdellovibrionota|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Arcobacteraceae	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	41.0	10.0	43.0	11.0
k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	1.0	17.0	3.0	0.0
k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurimonadaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurospirillaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurovaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Candidatus_Electryoneota|c__Candidatus_Electryoneia|o__Candidatus_Hatepunaeales|f__Candidatus_Hatepunaeaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae	0.0	0.0	2.0	1.0
k__Pseudomonadati|p__Chlamydiota|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Chlorobiota|c__Chlorobiia|o__Chlorobiales|f__Chlorobiaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Deferribacterota|c__Deferribacteres|o__Deferribacterales|f__Deferrivibrionaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Deferribacterota|c__Deferribacteres|o__Deferribacterales|f__Flexistipitaceae	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Elusimicrobiota|c__Endomicrobiia|o__Endomicrobiales|g__Candidatus_Liberimonas	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Fibrobacterota|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae	0.0	0.0	0.0	5.0
k__Pseudomonadati|p__Gemmatimonadota|c__Longimicrobiia|o__Longimicrobiales|f__Longimicrobiaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Ignavibacteriota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae	0.0	1.0	0.0	2.0
k__Pseudomonadati|p__Ignavibacteriota|c__Ignavibacteria|o__Ignavibacteriales|f__Melioribacteraceae	0.0	0.0	0.0	3.0
k__Pseudomonadati|p__Kiritimatiellota|c__Kiritimatiellia|o__Kiritimatiellales|f__Pontiellaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Lentisphaerota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	0.0	0.0	0.0	4.0
k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae	0.0	0.0	0.0	4.0
k__Pseudomonadati|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae	0.0	0.0	1.0	1.0
k__Pseudomonadati|p__Planctomycetota|c__Candidatus_Brocadiia|o__Candidatus_Brocadiales|f__Candidatus_Brocadiaceae	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae	0.0	1.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Candidatus_Pelagibacterales|f__Candidatus_Pelagibacteraceae	1.0	1.0	5.0	6.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae	1.0	0.0	0.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae	2.0	0.0	1.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae	1.0	2.0	3.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	0.0	9.0	0.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Maricaulales|f__Maricaulaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae	0.0	0.0	3.0	3.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Roseobacteraceae	0.0	0.0	0.0	4.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	1.0	0.0	0.0	66.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales|f__Stellaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales|f__Zavarziniaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae	0.0	1.0	0.0	0.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0.0	0.0	1.0	6.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|f__Casimicrobiaceae|g__Casimicrobium	1.0	0.0	0.0	0.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	26.0	23.0	22.0	3.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0.0	1.0	3.0	3.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	2.0	0.0	1.0	36.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae	1.0	0.0	1.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	46191.0	60374.0	7604.0	5204.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Chitinibacteraceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	210.0	11.0	15.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Usitatibacteraceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	0.0	81.0	1.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Candidatius_Mariprofundia|o__Mariprofundales|f__Mariprofundaceae	0.0	0.0	6.0	0.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	2.0	1.0	1.0	4.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	0.0	1.0	1.0	6.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae	0.0	0.0	1.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae	0.0	0.0	0.0	3.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0.0	0.0	5.0	0.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	0.0	0.0	2.0	0.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Sedimenticolaceae	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	34417.0	201024.0	48985.0	3809.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	2.0	0.0	16.0	15.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae	0.0	0.0	2.0	0.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae	62.0	799.0	299.0	5.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae	0.0	3.0	10.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae	0.0	8.0	16.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae	1.0	0.0	3.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	3.0	2.0	52.0	14.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Aestuariirhabdaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	0.0	1.0	1.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae	0.0	0.0	1.0	3.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	10460.0	27.0	394.0	100.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudohongiellaceae	0.0	0.0	0.0	5.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	3.0	4.0	20.0	8.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	2.0	3.0	2.0	6.0
k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae	1.0	0.0	0.0	0.0
k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Leptospirales|f__Leptonemataceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae	0.0	1.0	1.0	0.0
k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Breznakiellaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Sphaerochaetaceae	1.0	0.0	0.0	0.0
k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae	0.0	1.0	1.0	13.0
k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|g__Exilispira	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfobulbaceae	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfonatronovibrionaceae	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae	1.0	13.0	140.0	7999.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__Syntrophorhabdaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Verrucomicrobiota|c__Opitutia|o__Opitutales|f__Intestinicryptomonaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Verrucomicrobiota|c__Opitutia|o__Opitutales|f__Opitutaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Verrucomicrobiota|c__Spartobacteria|o__Chthoniobacterales|f__Chthoniobacteraceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Akkermansiaceae	14.0	42.0	34.0	206.0
k__Thermoproteati|p__Candidatus_Bathyarchaeota|c__Candidatus_Bathyarchaeia|o__Candidatus_Bathyarchaeales|f__Candidatus_Bathyarchaeaceae	0.0	0.0	0.0	1.0
k__Thermoproteati|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrosopumilales|f__Nitrosopumilaceae	0.0	0.0	0.0	1.0
k__Thermoproteati|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae	0.0	0.0	1.0	3.0
k__Thermoproteati|p__Thermoproteota|c__Thermoprotei|o__Acidilobales|f__Acidilobaceae	0.0	0.0	0.0	1.0
k__Thermoproteati|p__Thermoproteota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae	0.0	0.0	1.0	1.0
k__Thermotogati|p__Deinococcota|c__Deinococci|o__Deinococcales|f__Deinococcaceae	0.0	1.0	0.0	1.0
k__Thermotogati|p__Synergistota|c__Synergistia|o__Synergistales|f__Aminobacteriaceae	0.0	0.0	0.0	1.0
k__Thermotogati|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae	0.0	0.0	0.0	1.0
k__Thermotogati|p__Thermotogota|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae	0.0	0.0	0.0	1.0
k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Asterales|f__Asteraceae	1.0	1.0	11.0	0.0
k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Fabales|f__Fabaceae	0.0	0.0	8.0	8.0
p__Apicomplexa|c__Aconoidasida|o__Haemosporida|f__Plasmodiidae|g__Plasmodium	0.0	1.0	2.0	3.0
p__Apicomplexa|c__Conoidasida|o__Eucoccidiorida|f__Cryptosporidiidae|g__Cryptosporidium	0.0	0.0	1.0	0.0
p__Apicomplexa|c__Conoidasida|o__Eucoccidiorida|f__Sarcocystidae|g__Besnoitia	1.0	0.0	0.0	0.0
p__Apicomplexa|c__Conoidasida|o__Eucoccidiorida|f__Sarcocystidae|g__Toxoplasma	1.0	0.0	3.0	0.0
p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__Candidatus_Nanogingivalis	1.0	0.0	6.0	4.0
p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanosyncoccales|f__Candidatus_Nanosyncoccaceae|g__Candidatus_Nanosyncoccus	1.0	4.0	1.0	0.0
p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonadia|o__Candidatus_Nanosynbacterales|f__Candidatus_Nanosynbacteraceae|g__Candidatus_Nanosynbacter	24.0	6.0	8.0	23.0
p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonadia|o__Candidatus_Saccharimonadales|f__Candidatus_Saccharimonadaceae|g__Candidatus_Saccharimonas	4.0	4.0	0.0	5.0
p__Euglenozoa|c__Kinetoplastea|o__Trypanosomatida|f__Trypanosomatidae|g__Leishmania	0.0	0.0	2.0	0.0
p__Fornicata|o__Diplomonadida|f__Hexamitidae|g__Spironucleus|s__Spironucleus_salmonicida	0.0	0.0	1.0	0.0
