Taxa	PedUC47	PedUC58	PedCtrl59	PedUC60
k__Bacillati|p__Bacillota|c__Bacilli|g__Candidatus_Onthocola	0.0	0.0	2.0	21.0
k__Bacillati|p__Bacillota|c__Bacilli|g__Candidatus_Onthousia	7.0	114.0	0.0	10.0
k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales	61.0	95.0	118.0	86.0
k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales	3771.0	1451.0	1230.0	2535.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Alangreenwoodia	0.0	0.0	1.0	0.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Alectryocaccomicrobium	0.0	0.0	1.0	0.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Allobutyricicoccus	1.0	47.0	0.0	18.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Allochristensenella	0.0	0.0	2.0	0.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Alloruminococcus	0.0	0.0	3.0	0.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Aristotella	0.0	0.0	0.0	1.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Avimicrobium	36.0	1.0	275.0	1331.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Avimonas	8.0	4.0	0.0	14.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Avispirillum	0.0	1.0	0.0	0.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Caccomorpha	0.0	0.0	0.0	1.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Caccopulliclostridium	0.0	0.0	0.0	1.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Falkowella	9.0	0.0	0.0	1.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Fimenecus	8.0	13.0	9.0	24.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Gallimonas	0.0	0.0	0.0	2.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Gallispira	13.0	0.0	0.0	0.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Heritagella	12.0	0.0	0.0	3.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Howiella	0.0	0.0	1.0	0.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Merdicola	10.0	103.0	1.0	6.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Metalachnospira	0.0	172.0	0.0	140.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Metaruminococcus	18.0	0.0	2.0	12.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Neoanaerotignum	0.0	0.0	0.0	1.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Neochristensenella	0.0	0.0	0.0	6.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Neoclostridium	1.0	0.0	0.0	0.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Ornithomonoglobus	0.0	0.0	0.0	1.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Parachristensenella	0.0	0.0	2.0	2.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Pseudobutyricicoccus	0.0	2.0	59.0	4.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Pseudolachnospira	0.0	1.0	0.0	1.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Pullichristensenella	0.0	0.0	0.0	1.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Scatosoma	0.0	0.0	1.0	6.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Timburyella	0.0	0.0	0.0	2.0
k__Bacillati|p__Bacillota|c__Clostridia|g__Candidatus_Ventrisoma	0.0	9.0	0.0	2.0
k__Bacillati|p__Bacillota|c__Clostridia|o__Christensenellales	5.0	0.0	90.0	198.0
k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales	52246.0	270032.0	97579.0	424450.0
k__Bacillati|p__Bacillota|c__Clostridia|o__Halanaerobiales	0.0	0.0	1.0	0.0
k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales	305373.0	115472.0	113686.0	701445.0
k__Bacillati|p__Bacillota|c__Clostridia|o__Lutisporales	0.0	0.0	1.0	0.0
k__Bacillati|p__Bacillota|c__Clostridia|o__Monoglobales	0.0	0.0	0.0	2.0
k__Bacillati|p__Bacillota|c__Clostridia|o__Neomorellales	0.0	0.0	0.0	1.0
k__Bacillati|p__Bacillota|c__Clostridia|o__Peptostreptococcales	291.0	501.0	197.0	5231.0
k__Bacillati|p__Bacillota|c__Clostridia|o__Saccharofermentanales	0.0	0.0	0.0	2.0
k__Bacillati|p__Bacillota|c__Clostridia|o__Thermoanaerobacterales	0.0	0.0	0.0	1.0
k__Bacillati|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales	485.0	493.0	715.0	10679.0
k__Bacillati|p__Bacillota|c__Negativicutes|o__Acidaminococcales	55.0	7.0	98.0	36775.0
k__Bacillati|p__Bacillota|c__Negativicutes|o__Selenomonadales	14.0	44.0	6.0	9.0
k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales	1850.0	10233.0	5285.0	8338.0
k__Bacillati|p__Bacillota|c__Tissierellia|g__Ezakiella	0.0	0.0	0.0	1.0
k__Bacillati|p__Bacillota|c__Tissierellia|o__Tissierellales	14.0	849.0	88.0	77.0
k__Bacillati|p__Bacillota|g__Negativibacillus|s__Negativibacillus_massiliensis	0.0	0.0	556.0	31.0
k__Bacillati|p__Candidatus_Melainabacteria|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilaceae	12.0	6.0	5.0	54.0
k__Bacillati|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales	0.0	0.0	1.0	2.0
k__Bacillati|p__Chloroflexota|c__Caldilineae|o__Caldilineales	0.0	0.0	0.0	1.0
k__Bacillati|p__Chloroflexota|c__Chloroflexia|o__Candidatus_Chloroheliales	0.0	0.0	0.0	1.0
k__Bacillati|p__Chloroflexota|c__Chloroflexia|o__Herpetosiphonales	0.0	0.0	0.0	1.0
k__Bacillati|p__Chloroflexota|c__Dehalococcoidia|o__Dehalococcoidales	0.0	0.0	0.0	2.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Leptolyngbyales	0.0	1.0	0.0	0.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nodosilineales	1.0	0.0	0.0	1.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales	0.0	1.0	0.0	4.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Oscillatoriales	0.0	0.0	1.0	0.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Pleurocapsales	0.0	0.0	0.0	1.0
k__Bacillati|p__Cyanobacteriota|c__Cyanophyceae|o__Synechococcales	0.0	0.0	0.0	4.0
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|g__Candidatus_Pelethenecus	3.0	0.0	0.0	3179.0
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales	0.0	0.0	1.0	2.0
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Anaeroplasmatales	0.0	0.0	5.0	2.0
k__Bacillati|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales	0.0	0.0	0.0	1.0
k__Bacillati|p__Mycoplasmatota|o__Mycoplasmoidales|f__Metamycoplasmataceae	0.0	0.0	0.0	1.0
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales	0.0	0.0	0.0	1.0
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	0.0	0.0	1.0	0.0
k__Fungi|p__Ascomycota|c__Pichiomycetes|o__Pichiales	0.0	1.0	0.0	0.0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	3.0	1.0	0.0	3.0
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales	0.0	0.0	1.0	0.0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	0.0	0.0	0.0	1.0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales	1.0	0.0	1.0	0.0
k__Fungi|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales	0.0	0.0	2.0	0.0
k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales	45.0	23.0	20.0	167.0
k__Heunggongvirae|p__Peploviricota|c__Herviviricetes|o__Herpesvirales	0.0	17.0	0.0	0.0
k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|f__Aliceevansviridae	0.0	0.0	0.0	1.0
k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|g__Lastavirus	0.0	0.0	0.0	1.0
k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|o__Crassvirales	8.0	296.0	0.0	0.0
k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes|s__Salmonella_phage_vB_SosS_Oslo	0.0	1.0	0.0	0.0
k__Metazoa|p__Arthropoda|c__Insecta|o__Coleoptera	4.0	0.0	8.0	0.0
k__Metazoa|p__Arthropoda|c__Insecta|o__Hemiptera	168.0	346.0	0.0	0.0
k__Metazoa|p__Arthropoda|c__Insecta|o__Phasmatodea	4.0	1.0	16.0	0.0
k__Metazoa|p__Chordata|c__Mammalia|o__Artiodactyla	1.0	1.0	9.0	41.0
k__Metazoa|p__Chordata|c__Mammalia|o__Primates	396.0	71.0	752.0	0.0
k__Metazoa|p__Mollusca|c__Gastropoda|o__Neogastropoda	0.0	0.0	0.0	1.0
k__Methanobacteriati|p__Methanobacteriota|c__Archaeoglobi|o__Archaeoglobales	0.0	0.0	0.0	1.0
k__Methanobacteriati|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	1.0	68.0	19.0	2.0
k__Methanobacteriati|p__Methanobacteriota|c__Methanomicrobia|o__Methanomicrobiales	0.0	0.0	1.0	0.0
k__Methanobacteriati|p__Thermoplasmatota|c__Candidatus_Poseidoniia|o__Candidatus_Poseidoniales	0.0	0.0	0.0	1.0
k__Methanobacteriati|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales	0.0	0.0	3.0	0.0
k__Pseudomonadati|p__Acidobacteriota|c__Blastocatellia|o__Blastocatellales	0.0	1.0	0.0	1.0
k__Pseudomonadati|p__Acidobacteriota|c__Holophagae|o__Holophagales	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Aquificota|c__Aquificia|o__Aquificales	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Atribacterota|c__Atribacteria|o__Atribacterales	0.0	1.0	0.0	0.0
k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	705558.0	4138603.0	91208.0	1862915.0
k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales	1.0	0.0	3.0	8.0
k__Pseudomonadati|p__Bacteroidota|c__Chitinophagia|o__Chitinophagales	0.0	0.0	1.0	11.0
k__Pseudomonadati|p__Bacteroidota|c__Cytophagia|o__Cytophagales	1.0	1.0	1.0	6.0
k__Pseudomonadati|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	2.0	68.0	4.0	52.0
k__Pseudomonadati|p__Bacteroidota|c__Saprospiria|o__Saprospirales	0.0	1.0	0.0	6.0
k__Pseudomonadati|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales	5.0	2.0	3.0	6.0
k__Pseudomonadati|p__Balneolota|c__Balneolia|o__Balneolales	0.0	0.0	1.0	1.0
k__Pseudomonadati|p__Bdellovibrionota|c__Bacteriovoracia|o__Bacteriovoracales	0.0	0.0	1.0	3.0
k__Pseudomonadati|p__Bdellovibrionota|c__Bdellovibrionia|o__Bdellovibrionales	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Bdellovibrionota|c__Oligoflexia|o__Silvanigrellales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales	42.0	27.0	46.0	16.0
k__Pseudomonadati|p__Candidatus_Electryoneota|c__Candidatus_Electryoneia|o__Candidatus_Hatepunaeales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Candidatus_Omnitrophota|g__Candidatus_Kaelpia|s__Candidatus_Kaelpia_imicola	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Candidatus_Omnitrophota|g__Candidatus_Susulua|s__Candidatus_Susulua_stagnicola	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales	0.0	0.0	2.0	1.0
k__Pseudomonadati|p__Chlamydiota|c__Chlamydiia|o__Parachlamydiales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Chlorobiota|c__Chlorobiia|o__Chlorobiales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Deferribacterota|c__Deferribacteres|o__Deferribacterales	0.0	0.0	1.0	1.0
k__Pseudomonadati|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Elusimicrobiota|c__Endomicrobiia|o__Endomicrobiales	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Fibrobacterota|c__Fibrobacteria|o__Fibrobacterales	0.0	0.0	0.0	5.0
k__Pseudomonadati|p__Gemmatimonadota|c__Longimicrobiia|o__Longimicrobiales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Ignavibacteriota|c__Ignavibacteria|o__Ignavibacteriales	0.0	1.0	0.0	5.0
k__Pseudomonadati|p__Kiritimatiellota|c__Kiritimatiellia|o__Kiritimatiellales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Lentisphaerota|c__Lentisphaeria|o__Victivallales	0.0	0.0	0.0	4.0
k__Pseudomonadati|p__Myxococcota|c__Myxococcia|o__Myxococcales	0.0	0.0	0.0	4.0
k__Pseudomonadati|p__Myxococcota|o__Haliangiales|f__Kofleriaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Myxococcota|o__Nannocystales|f__Nannocystaceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales	0.0	0.0	1.0	1.0
k__Pseudomonadati|p__Planctomycetota|c__Candidatus_Brocadiia|o__Candidatus_Brocadiales	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Planctomycetota|c__Planctomycetia|o__Gemmatales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Planctomycetota|c__Planctomycetia|o__Pirellulales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales	0.0	1.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Candidatus_Pelagibacterales	1.0	1.0	5.0	6.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	4.0	11.0	5.0	13.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Maricaulales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales	0.0	0.0	3.0	7.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales	1.0	0.0	0.0	68.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Rickettsiales	0.0	1.0	0.0	0.0
k__Pseudomonadati|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales	0.0	1.0	1.0	6.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|f__Casimicrobiaceae	1.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales	46236.0	60443.0	7635.0	5256.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales	210.0	11.0	15.0	3.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales	0.0	0.0	1.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Rhodocyclales	0.0	81.0	1.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Candidatius_Mariprofundia|o__Mariprofundales	0.0	0.0	6.0	0.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|f__Candidatus_Competibacteraceae	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales	2.0	2.0	2.0	10.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales	0.0	0.0	1.0	8.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Cardiobacteriales	0.0	0.0	5.0	0.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Cellvibrionales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales	0.0	0.0	2.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales	36812.0	212657.0	51791.0	4045.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales	1.0	0.0	3.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Methylococcales	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales	3.0	2.0	52.0	14.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales	0.0	1.0	2.0	7.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales	10461.0	27.0	394.0	100.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales	3.0	4.0	20.0	13.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Thiotrichales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales	2.0	3.0	2.0	6.0
k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Brachyspirales	1.0	0.0	0.0	0.0
k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Leptospirales	0.0	1.0	1.0	1.0
k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales	1.0	1.0	1.0	17.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales	0.0	0.0	1.0	1.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales	1.0	13.0	141.0	8000.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Syntrophobacteria|o__Syntrophobacterales	0.0	0.0	1.0	0.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Syntrophorhabdia|o__Syntrophorhabdales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Thermodesulfobacteriota|c__Thermodesulfobacteria|o__Thermodesulfobacteriales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Verrucomicrobiota|c__Opitutia|o__Opitutales	0.0	0.0	0.0	2.0
k__Pseudomonadati|p__Verrucomicrobiota|c__Spartobacteria|o__Chthoniobacterales	0.0	0.0	0.0	1.0
k__Pseudomonadati|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales	14.0	42.0	34.0	206.0
k__Thermoproteati|p__Candidatus_Bathyarchaeota|c__Candidatus_Bathyarchaeia|o__Candidatus_Bathyarchaeales	0.0	0.0	0.0	1.0
k__Thermoproteati|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrosopumilales	0.0	0.0	0.0	1.0
k__Thermoproteati|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrososphaerales	0.0	0.0	1.0	3.0
k__Thermoproteati|p__Thermoproteota|c__Thermoprotei|o__Acidilobales	0.0	0.0	0.0	1.0
k__Thermoproteati|p__Thermoproteota|c__Thermoprotei|o__Desulfurococcales	0.0	0.0	1.0	1.0
k__Thermotogati|p__Deinococcota|c__Deinococci|o__Deinococcales	0.0	1.0	0.0	1.0
k__Thermotogati|p__Synergistota|c__Synergistia|o__Synergistales	0.0	0.0	0.0	2.0
k__Thermotogati|p__Thermotogota|c__Thermotogae|o__Kosmotogales	0.0	0.0	0.0	1.0
k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Asterales	1.0	1.0	11.0	0.0
k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Fabales	0.0	0.0	8.0	8.0
p__Apicomplexa|c__Aconoidasida|o__Haemosporida|f__Plasmodiidae	0.0	1.0	2.0	3.0
p__Apicomplexa|c__Conoidasida|o__Eucoccidiorida|f__Cryptosporidiidae	0.0	0.0	1.0	0.0
p__Apicomplexa|c__Conoidasida|o__Eucoccidiorida|f__Sarcocystidae	2.0	0.0	3.0	0.0
p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae	1.0	0.0	6.0	4.0
p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanosyncoccales|f__Candidatus_Nanosyncoccaceae	1.0	4.0	1.0	0.0
p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonadia|o__Candidatus_Nanosynbacterales|f__Candidatus_Nanosynbacteraceae	24.0	6.0	8.0	23.0
p__Candidatus_Saccharibacteria|c__Candidatus_Saccharimonadia|o__Candidatus_Saccharimonadales|f__Candidatus_Saccharimonadaceae	4.0	4.0	0.0	5.0
p__Euglenozoa|c__Kinetoplastea|o__Trypanosomatida|f__Trypanosomatidae	0.0	0.0	2.0	0.0
p__Fornicata|o__Diplomonadida|f__Hexamitidae|g__Enteromonas	0.0	0.0	0.0	1.0
p__Fornicata|o__Diplomonadida|f__Hexamitidae|g__Spironucleus	0.0	0.0	1.0	0.0
